Region,ID,ID_room,type,UID,difficulty_tier,Name,Dialog,Dialog Tree,NPC ID,Enemy,object_id,complete_condition,Event ID,Loot,AI_Visual_Description,AI_scene_prompt,AI_mapicon,AI_maproom,,,
desert,desert_obsidian_pillar,desert_obsidian_pillar_room,battle,d4,10,Obsidian Pillar,A black spire that seems to drink the sunlight.,,,fire_imp,,,,bomb,"A perfectly smooth black tower in the middle of red sands, glowing orange runes at the base.","2d rpg scroller. cartoon realism. no characters. no icons
background A perfectly smooth black tower in the middle of red sands, glowing orange runes at the base.","A perfectly smooth black tower in the middle of red sands, glowing orange runes at the base.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A perfectly smooth black tower in the middle of red sands, glowing orange runes at the base. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_valley_of_kings,desert_valley_of_kings_room,battle,d5,10,Valley of Kings,,d5_kings,,mummy_king,,,,bandage,"A canyon with massive pharaonic statues carved into the rock faces, grand entrance to a tomb, epic scale.","2d rpg scroller. cartoon realism. no characters. no icons
background A canyon with massive pharaonic statues carved into the rock faces, grand entrance to a tomb, epic scale.","A canyon with massive pharaonic statues carved into the rock faces, grand entrance to a tomb, epic scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A canyon with massive pharaonic statues carved into the rock faces, grand entrance to a tomb, epic scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_sandstorm_eye,desert_sandstorm_eye_room,battle,d6,10,Sandstorm Eye,The center of the storm is eerily quiet.,,,dust_devil,,,,sand_glass,"A wall of swirling sand surrounding a perfectly calm center, clear blue sky above, swirling dust below.","2d rpg scroller. cartoon realism. no characters. no icons
background A wall of swirling sand surrounding a perfectly calm center, clear blue sky above, swirling dust below.","A wall of swirling sand surrounding a perfectly calm center, clear blue sky above, swirling dust below.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A wall of swirling sand surrounding a perfectly calm center, clear blue sky above, swirling dust below. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_beetle_burrow,desert_beetle_burrow_room,battle,d7,10,Beetle Burrow,Clicking sounds echo from beneath the sand.,,,scarab_swarm,,,,shell,"A hole in the sand leading to a cavern of polished beetle shells and iridescent wings, underground desert.","2d rpg scroller. cartoon realism. no characters. no icons
background A hole in the sand leading to a cavern of polished beetle shells and iridescent wings, underground desert.","A hole in the sand leading to a cavern of polished beetle shells and iridescent wings, underground desert.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A hole in the sand leading to a cavern of polished beetle shells and iridescent wings, underground desert. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_dried_well,desert_dried_well_room,battle,d8,10,Dried Well,Hope died here a long time ago.,,,ghoul,,,,bucket,"A stone well in a dead village, cracked earth, vulture circling above, bleached animal skull nearby.","2d rpg scroller. cartoon realism. no characters. no icons
background A stone well in a dead village, cracked earth, vulture circling above, bleached animal skull nearby.","A stone well in a dead village, cracked earth, vulture circling above, bleached animal skull nearby.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stone well in a dead village, cracked earth, vulture circling above, bleached animal skull nearby. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_salt_flats,desert_salt_flats_room,battle,d9,11,Salt Flats,The ground is white and cracked like broken pottery.,,,salt_golem,,,,salt,"A vast blinding white expanse of cracked salt, purple mountains in the far distance, perfectly flat.","2d rpg scroller. cartoon realism. no characters. no icons
background A vast blinding white expanse of cracked salt, purple mountains in the far distance, perfectly flat.","A vast blinding white expanse of cracked salt, purple mountains in the far distance, perfectly flat.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vast blinding white expanse of cracked salt, purple mountains in the far distance, perfectly flat. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_nomad_camp,desert_nomad_camp_room,event,d10,,Nomad Camp,,d10_camp,sheik,,,,,cloth,"Tents made of colorful patterned silks, small campfire, camels resting, desert night with many stars.","2d rpg scroller. cartoon realism. no characters. no icons
background Tents made of colorful patterned silks, small campfire, camels resting, desert night with many stars.","Tents made of colorful patterned silks, small campfire, camels resting, desert night with many stars.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Tents made of colorful patterned silks, small campfire, camels resting, desert night with many stars. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_cactus_forest,desert_cactus_forest_room,battle,d11,11,Cactus Forest,Prickly giants loom over the path.,,,needle_fiend,,,,fruit,"Towering saguaro cacti, jagged rocks, dry shrubs, orange sunset lighting, harsh wilderness.","2d rpg scroller. cartoon realism. no characters. no icons
background Towering saguaro cacti, jagged rocks, dry shrubs, orange sunset lighting, harsh wilderness.","Towering saguaro cacti, jagged rocks, dry shrubs, orange sunset lighting, harsh wilderness.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Towering saguaro cacti, jagged rocks, dry shrubs, orange sunset lighting, harsh wilderness. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_glass_canyon,desert_glass_canyon_room,battle,d12,11,Glass Canyon,Heat has fused the sand into jagged glass.,,,shard_beast,,,,glass,"A canyon where the walls are sharp translucent green glass, reflecting the sun like mirrors, dangerous edges.","2d rpg scroller. cartoon realism. no characters. no icons
background A canyon where the walls are sharp translucent green glass, reflecting the sun like mirrors, dangerous edges.","A canyon where the walls are sharp translucent green glass, reflecting the sun like mirrors, dangerous edges.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A canyon where the walls are sharp translucent green glass, reflecting the sun like mirrors, dangerous edges. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_abandoned_bazaar,desert_abandoned_bazaar_room,battle,d13,11,Abandoned Bazaar,Tattered silks flap in the dry wind.,,,thief_shade,,,,coin,"Empty market stalls, hanging shredded fabrics, overturned pottery, sand drifting into doorways.","2d rpg scroller. cartoon realism. no characters. no icons
background Empty market stalls, hanging shredded fabrics, overturned pottery, sand drifting into doorways.","Empty market stalls, hanging shredded fabrics, overturned pottery, sand drifting into doorways.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Empty market stalls, hanging shredded fabrics, overturned pottery, sand drifting into doorways. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_sun_temple,desert_sun_temple_room,battle,d14,11,Sun Temple,Gold mirrors reflect blinding beams of light.,,,solar_priest,,,,gold_bar,"A pyramid-like temple with gold-plated apex, giant mirrors focusing sunlight into a single beam.","2d rpg scroller. cartoon realism. no characters. no icons
background A pyramid-like temple with gold-plated apex, giant mirrors focusing sunlight into a single beam.","A pyramid-like temple with gold-plated apex, giant mirrors focusing sunlight into a single beam.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A pyramid-like temple with gold-plated apex, giant mirrors focusing sunlight into a single beam. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_quick_sand,desert_quick_sand_room,battle,d15,11,Quick Sand,Every step requires careful planning.,,,sand_kraken,,,,tentacle,"A swirling vortex of liquid sand in a rock basin, skeletal remains of trees nearby.","2d rpg scroller. cartoon realism. no characters. no icons
background A swirling vortex of liquid sand in a rock basin, skeletal remains of trees nearby.","A swirling vortex of liquid sand in a rock basin, skeletal remains of trees nearby.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A swirling vortex of liquid sand in a rock basin, skeletal remains of trees nearby. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_sphinx_gate,desert_sphinx_gate_room,battle,d16,11,Sphinx Gate,,d16_riddle,,guardian_sphinx,,,,feather,"Two massive sphinx statues facing each other, a heavy stone door between them, ancient and imposing.","2d rpg scroller. cartoon realism. no characters. no icons
background Two massive sphinx statues facing each other, a heavy stone door between them, ancient and imposing.","Two massive sphinx statues facing each other, a heavy stone door between them, ancient and imposing.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Two massive sphinx statues facing each other, a heavy stone door between them, ancient and imposing. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_the_red_mesa,desert_the_red_mesa_room,battle,d17,12,The Red Mesa,The rock is the color of dried blood.,,,canyon_harpy,,,,ruby,"A flat-topped mountain of deep crimson rock, vertical cliffs, soaring birds, dramatic landscape.","2d rpg scroller. cartoon realism. no characters. no icons
background A flat-topped mountain of deep crimson rock, vertical cliffs, soaring birds, dramatic landscape.","A flat-topped mountain of deep crimson rock, vertical cliffs, soaring birds, dramatic landscape.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A flat-topped mountain of deep crimson rock, vertical cliffs, soaring birds, dramatic landscape. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_dusty_vault,desert_dusty_vault_room,battle,d18,12,Dusty Vault,A heavy door keeps the secrets of the sand.,,,mimic_chest,,,,relic,"A circular stone door with a sun dial lock, half-buried in a dune, mysterious and sealed.","2d rpg scroller. cartoon realism. no characters. no icons
background A circular stone door with a sun dial lock, half-buried in a dune, mysterious and sealed.","A circular stone door with a sun dial lock, half-buried in a dune, mysterious and sealed.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A circular stone door with a sun dial lock, half-buried in a dune, mysterious and sealed. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_searing_overlook,desert_searing_overlook_room,battle,d19,12,Searing Overlook,"From here, the desert looks like an endless ocean.",,,vulture_lord,,,,eye,"A high cliff edge looking over miles of sand dunes, extreme perspective, bright hazy horizon.","2d rpg scroller. cartoon realism. no characters. no icons
background A high cliff edge looking over miles of sand dunes, extreme perspective, bright hazy horizon.","A high cliff edge looking over miles of sand dunes, extreme perspective, bright hazy horizon.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A high cliff edge looking over miles of sand dunes, extreme perspective, bright hazy horizon. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_pharaohs_sanctum,desert_pharaohs_sanctum_room,battle,d20,12,Pharaoh's Sanctum,,d20_boss,,god_king_ra,,,,sun_stone,"A throne room of gold and lapis lazuli, a giant sun disk hanging behind the throne, divine light.","2d rpg scroller. cartoon realism. no characters. no icons
background A throne room of gold and lapis lazuli, a giant sun disk hanging behind the throne, divine light.","A throne room of gold and lapis lazuli, a giant sun disk hanging behind the throne, divine light.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A throne room of gold and lapis lazuli, a giant sun disk hanging behind the throne, divine light. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_home,desert_home_room,home,d0,0,Home room,,,,,,,,,A sandstone structure built into a cliffside with silk awnings to block the heat. Cool water trickles into a small stone basin.,,"A sandstone structure built into a cliffside with silk awnings to block the heat. Cool water trickles into a small stone basin.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A sandstone structure built into a cliffside with silk awnings to block the heat. Cool water trickles into a small stone basin. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_default,desert_default_room,event,d21,12,Default Room,,,,,,,,,Endless undulating dunes of shifting golden sand under a relentless white sun. Distant heat mirages distort the horizon.,,"Endless undulating dunes of shifting golden sand under a relentless white sun. Distant heat mirages distort the horizon.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Endless undulating dunes of shifting golden sand under a relentless white sun. Distant heat mirages distort the horizon. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_boss,desert_boss_room,boss,d22,15,Boss Room,,,,,,,,,A ruined amphitheater half-buried in a sandstorm. A massive whirlpool of sand churns in the center where the guardian dwells.,,"A ruined amphitheater half-buried in a sandstorm. A massive whirlpool of sand churns in the center where the guardian dwells.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A ruined amphitheater half-buried in a sandstorm. A massive whirlpool of sand churns in the center where the guardian dwells. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_peat_bog,swamp_peat_bog_room,battle,s1,12,Peat Bog,The ground bubbles with methane and decay.,,,mud_walker,,,,peat,"Dark brown muddy marsh, bubbling gas, skeletal trees, thick grey fog, damp atmosphere.","2d rpg scroller. cartoon realism. no characters. no icons
background Dark brown muddy marsh, bubbling gas, skeletal trees, thick grey fog, damp atmosphere.","Dark brown muddy marsh, bubbling gas, skeletal trees, thick grey fog, damp atmosphere.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Dark brown muddy marsh, bubbling gas, skeletal trees, thick grey fog, damp atmosphere. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_sunken_hut,swamp_sunken_hut_room,event,s2,,Sunken Hut,,s2_witch,swamp_hag,,,,,brew,"A tilted wooden shack sinking into green slime, flickering lanterns, hanging bones, witch's lair.","2d rpg scroller. cartoon realism. no characters. no icons
background A tilted wooden shack sinking into green slime, flickering lanterns, hanging bones, witch's lair.","A tilted wooden shack sinking into green slime, flickering lanterns, hanging bones, witch's lair.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A tilted wooden shack sinking into green slime, flickering lanterns, hanging bones, witch's lair. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_willow_weep,swamp_willow_weep_room,battle,s3,12,Willow Weep,Moss hangs like curtains from the rotting trees.,,,bog_horror,,,,moss,"Ancient trees with long grey Spanish moss reaching the water, murky reflections, still air.","2d rpg scroller. cartoon realism. no characters. no icons
background Ancient trees with long grey Spanish moss reaching the water, murky reflections, still air.","Ancient trees with long grey Spanish moss reaching the water, murky reflections, still air.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Ancient trees with long grey Spanish moss reaching the water, murky reflections, still air. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_firefly_marsh,swamp_firefly_marsh_room,battle,s4,12,Firefly Marsh,Tiny lights offer a deceptive sense of safety.,,,willow_wisp,,,,light_dust,"A dark swamp illuminated by thousands of small yellow glowing flies, magical but eerie.","2d rpg scroller. cartoon realism. no characters. no icons
background A dark swamp illuminated by thousands of small yellow glowing flies, magical but eerie.","A dark swamp illuminated by thousands of small yellow glowing flies, magical but eerie.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A dark swamp illuminated by thousands of small yellow glowing flies, magical but eerie. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_crocodile_creek,swamp_crocodile_creek_room,battle,s5,13,Crocodile Creek,Logs in the water suddenly sprout eyes.,,,giant_croc,,,,leather,"A slow-moving muddy river, floating logs with reptilian eyes, tall reeds, humid and predator-filled.","2d rpg scroller. cartoon realism. no characters. no icons
background A slow-moving muddy river, floating logs with reptilian eyes, tall reeds, humid and predator-filled.","A slow-moving muddy river, floating logs with reptilian eyes, tall reeds, humid and predator-filled.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A slow-moving muddy river, floating logs with reptilian eyes, tall reeds, humid and predator-filled. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_mist_veil,swamp_mist_veil_room,battle,s6,13,Mist Veil,You can't see your hand in front of your face.,,,mist_stalker,,,,vapor,"Pure white thick fog, silhouettes of gnarled trees, ghost-like atmosphere, low visibility.","2d rpg scroller. cartoon realism. no characters. no icons
background Pure white thick fog, silhouettes of gnarled trees, ghost-like atmosphere, low visibility.","Pure white thick fog, silhouettes of gnarled trees, ghost-like atmosphere, low visibility.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Pure white thick fog, silhouettes of gnarled trees, ghost-like atmosphere, low visibility. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_leech_pool,swamp_leech_pool_room,battle,s7,13,Leech Pool,The water is thick and dark.,,,leech_swarm,,,,blood,"A stagnant pool of black water, oily sheen on the surface, bubbles, dark mud banks.","2d rpg scroller. cartoon realism. no characters. no icons
background A stagnant pool of black water, oily sheen on the surface, bubbles, dark mud banks.","A stagnant pool of black water, oily sheen on the surface, bubbles, dark mud banks.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stagnant pool of black water, oily sheen on the surface, bubbles, dark mud banks. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_rusting_ferry,swamp_rusting_ferry_room,battle,s8,13,Rusting Ferry,A boat sits half-submerged in the muck.,,,drowned_sailor,,,,nail,"A rotted wooden ferry boat stuck in the mud, tattered sails, rusty chains, swampy decay.","2d rpg scroller. cartoon realism. no characters. no icons
background A rotted wooden ferry boat stuck in the mud, tattered sails, rusty chains, swampy decay.","A rotted wooden ferry boat stuck in the mud, tattered sails, rusty chains, swampy decay.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A rotted wooden ferry boat stuck in the mud, tattered sails, rusty chains, swampy decay. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_tangled_mangroves,swamp_tangled_mangroves_room,battle,s9,13,Tangled Mangroves,The roots are a natural cage.,,,vine_strangler,,,,vine,"A dense wall of interlocking mangrove roots above the water, dark shadows, claustrophobic forest.","2d rpg scroller. cartoon realism. no characters. no icons
background A dense wall of interlocking mangrove roots above the water, dark shadows, claustrophobic forest.","A dense wall of interlocking mangrove roots above the water, dark shadows, claustrophobic forest.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A dense wall of interlocking mangrove roots above the water, dark shadows, claustrophobic forest. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_bubbling_mire,swamp_bubbling_mire_room,battle,s10,13,Bubbling Mire,The smell of sulfur is overwhelming.,,,ooze_cube,,,,slime,"Greenish-yellow mud pits, thick smoke rising, strange chemical colors, toxic wasteland.","2d rpg scroller. cartoon realism. no characters. no icons
background Greenish-yellow mud pits, thick smoke rising, strange chemical colors, toxic wasteland.","Greenish-yellow mud pits, thick smoke rising, strange chemical colors, toxic wasteland.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Greenish-yellow mud pits, thick smoke rising, strange chemical colors, toxic wasteland. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_deadwood_bridge,swamp_deadwood_bridge_room,battle,s11,13,Deadwood Bridge,The planks groan with every movement.,,,bridge_troll,,,,wood,"A rickety bridge made of grey rotting wood over a wide swamp, missing planks, unstable look.","2d rpg scroller. cartoon realism. no characters. no icons
background A rickety bridge made of grey rotting wood over a wide swamp, missing planks, unstable look.","A rickety bridge made of grey rotting wood over a wide swamp, missing planks, unstable look.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A rickety bridge made of grey rotting wood over a wide swamp, missing planks, unstable look. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_mosquito_hive,swamp_mosquito_hive_room,battle,s12,13,Mosquito Hive,A constant drone fills your ears.,,,blood_flyer,,,,proboscis,"Giant paper-like nests hanging from trees, swarms of large insects, hazy air.","2d rpg scroller. cartoon realism. no characters. no icons
background Giant paper-like nests hanging from trees, swarms of large insects, hazy air.","Giant paper-like nests hanging from trees, swarms of large insects, hazy air.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Giant paper-like nests hanging from trees, swarms of large insects, hazy air. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_shrunken_head_totem,swamp_shrunken_head_totem_room,battle,s13,14,Shrunken Head Totem,The trophies seem to watch you.,,,witch_doctor,,,,mask,"A wooden pole decorated with small carved heads and feathers, tribal swamp magic, unsettling.","2d rpg scroller. cartoon realism. no characters. no icons
background A wooden pole decorated with small carved heads and feathers, tribal swamp magic, unsettling.","A wooden pole decorated with small carved heads and feathers, tribal swamp magic, unsettling.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A wooden pole decorated with small carved heads and feathers, tribal swamp magic, unsettling. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_sunken_altar,swamp_sunken_altar_room,battle,s14,14,Sunken Altar,An ancient god is being reclaimed by the mud.,,,naga_siren,,,,scale,"A stone platform partially underwater, snake-like statues, green algae, forgotten ritual site.","2d rpg scroller. cartoon realism. no characters. no icons
background A stone platform partially underwater, snake-like statues, green algae, forgotten ritual site.","A stone platform partially underwater, snake-like statues, green algae, forgotten ritual site.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stone platform partially underwater, snake-like statues, green algae, forgotten ritual site. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_blackwater_dock,swamp_blackwater_dock_room,battle,s15,14,Blackwater Dock,Old fishing nets are filled with bones.,,,crab_monstrosity,,,,shell,"A ruined wooden pier, black water, nets filled with strange skeletons, seaside swamp.","2d rpg scroller. cartoon realism. no characters. no icons
background A ruined wooden pier, black water, nets filled with strange skeletons, seaside swamp.","A ruined wooden pier, black water, nets filled with strange skeletons, seaside swamp.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A ruined wooden pier, black water, nets filled with strange skeletons, seaside swamp. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_foggy_meadow,swamp_foggy_meadow_room,battle,s16,14,Foggy Meadow,The grass is razor sharp.,,,swamp_cat,,,,claw,"Tall grey-green grass, mist at waist height, sharp jagged edges on plants, muted colors.","2d rpg scroller. cartoon realism. no characters. no icons
background Tall grey-green grass, mist at waist height, sharp jagged edges on plants, muted colors.","Tall grey-green grass, mist at waist height, sharp jagged edges on plants, muted colors.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Tall grey-green grass, mist at waist height, sharp jagged edges on plants, muted colors. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_blighted_orchard,swamp_blighted_orchard_room,battle,s17,14,Blighted Orchard,Fruit here is black and dripping with bile.,,,rot_spirit,,,,spore,"Dead fruit trees with black oozing fruit, swarms of flies, grey soil, decaying garden.","2d rpg scroller. cartoon realism. no characters. no icons
background Dead fruit trees with black oozing fruit, swarms of flies, grey soil, decaying garden.","Dead fruit trees with black oozing fruit, swarms of flies, grey soil, decaying garden.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Dead fruit trees with black oozing fruit, swarms of flies, grey soil, decaying garden. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_hermits_stump,swamp_hermits_stump_room,event,s18,,Hermit's Stump,,s18_hermit,old_man_bog,,,,,pipe,"A massive hollowed-out stump used as a house, a small chimney smoking, cozy inside but swampy outside.","2d rpg scroller. cartoon realism. no characters. no icons
background A massive hollowed-out stump used as a house, a small chimney smoking, cozy inside but swampy outside.","A massive hollowed-out stump used as a house, a small chimney smoking, cozy inside but swampy outside.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A massive hollowed-out stump used as a house, a small chimney smoking, cozy inside but swampy outside. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_grave_of_giants,swamp_grave_of_giants_room,battle,s19,14,Grave of Giants,Ribcages rise from the swamp like arches.,,,undead_giant,,,,bone,"Massive white ribs of a colossal beast rising from the muck, creating a tunnel of bone.","2d rpg scroller. cartoon realism. no characters. no icons
background Massive white ribs of a colossal beast rising from the muck, creating a tunnel of bone.","Massive white ribs of a colossal beast rising from the muck, creating a tunnel of bone.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Massive white ribs of a colossal beast rising from the muck, creating a tunnel of bone. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_the_heart_of_decay,swamp_the_heart_of_decay_room,battle,s20,14,The Heart of Decay,,s20_boss,,the_hydra,,,,hydra_scale,"A massive multi-headed hydra in a pool of bubbling black rot, giant rotting trees, boss arena.","2d rpg scroller. cartoon realism. no characters. no icons
background A massive multi-headed hydra in a pool of bubbling black rot, giant rotting trees, boss arena.","A massive multi-headed hydra in a pool of bubbling black rot, giant rotting trees, boss arena.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A massive multi-headed hydra in a pool of bubbling black rot, giant rotting trees, boss arena. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
swamp,swamp_home,swamp_home_room,home,s0,0,Home room,,,,,,,,,A stilt-house perched above murky green waters. The interior is damp with hanging vines and jars of preserved swamp gas.,,"A stilt-house perched above murky green waters. The interior is damp with hanging vines and jars of preserved swamp gas.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stilt-house perched above murky green waters. The interior is damp with hanging vines and jars of preserved swamp gas. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,A stilt-house perched above murky green waters. The interior is damp with hanging vines and jars of preserved swamp gas.
swamp,swamp_default,swamp_default_room,event,s21,14,Default Room,,,,,,,,,A treacherous marshland of gnarled mangroves and bubbling peat bogs. Thick fog clings to the surface obscuring predatory eyes.,,"A treacherous marshland of gnarled mangroves and bubbling peat bogs. Thick fog clings to the surface obscuring predatory eyes.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A treacherous marshland of gnarled mangroves and bubbling peat bogs. Thick fog clings to the surface obscuring predatory eyes. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,A treacherous marshland of gnarled mangroves and bubbling peat bogs. Thick fog clings to the surface obscuring predatory eyes.
